Age,Income,Credit_Score,Loan_Amount,Employment_Length,Gender,Default
76,26278.455047604977,523,74598.86691060505,34,0,1
74,93848.44489970904,651,26612.84461664554,23,0,0
71,39180.706484198236,784,13299.601267023352,25,1,0
53,183078.04711685638,496,70213.81218038009,30,1,1
77,27425.058224911496,408,84449.87324178549,22,0,0
50,97697.15375318866,519,2967.6839903160662,1,1,0
41,29404.205066149018,618,24126.37730338126,38,0,1
56,37197.89742165794,381,94578.00016208876,32,0,0
51,138596.00004596397,836,39140.15945734475,23,1,0
73,136480.026975337,731,93920.61427481119,11,0,0
45,25949.39507829916,307,28147.041298697062,36,0,0
54,20203.665521756637,448,22588.695921621267,8,0,0
24,34187.25390370112,397,22196.73276107159,2,1,0
21,157339.8015881496,400,9437.637382068888,22,1,0
54,125223.76509527129,666,89746.79656240344,23,0,0
73,26861.28413392849,761,98003.66724065722,32,1,1
18,107857.46285710891,713,95496.37191989215,29,1,0
18,148165.28426980122,558,85350.78584290012,37,1,1
64,176411.25102814514,655,84841.90285744655,1,0,0
37,188126.5683186219,310,66447.46124972978,39,1,0
36,78939.301331732,715,82795.15748311074,21,1,0
46,44449.83711438783,549,21625.894069961727,10,1,0
27,62646.66573166054,849,39403.35040832572,11,0,0
77,159710.86856724028,421,64442.79303618004,18,1,1
35,194867.15870761592,364,87602.36192359804,19,1,0
45,103950.8511248685,601,66386.47677450959,8,0,0
52,74963.57843860216,424,84063.17387508639,17,1,0
60,97254.3047528062,611,47921.002069080445,40,1,0
64,74866.36603612383,490,72013.07003279938,17,1,0
48,66167.75417728777,749,98018.09983113359,39,0,0
44,126875.13543329232,458,16195.367155846016,35,1,0
79,22832.476467237993,652,92765.1485392731,26,0,1
28,66719.40475969788,562,52714.03083634837,12,1,0
66,139048.77401209803,705,64678.58504227574,7,0,0
66,25771.285335224904,316,87909.03168414076,22,1,1
55,34976.3269716083,559,41555.763082679376,12,0,1
22,72811.30606144125,654,42450.56491411501,6,0,0
25,178004.86374961727,788,53191.00179836294,39,1,0
51,157679.50882975332,513,2891.1063651882073,1,0,1
65,23988.193294923833,538,50169.95191339173,2,1,0
69,110308.30700392854,479,29817.639234428803,38,0,0
73,69443.748917735,718,92867.46405678635,22,1,0
29,136756.21863117133,442,9685.7945765501,6,0,1
55,149879.69886682302,616,46472.72573996038,3,1,0
18,175315.26388327085,543,94799.34886735873,7,0,0
48,105574.92267872256,531,90202.48978152928,31,0,0
21,199001.0159382052,602,70433.49579508047,18,1,1
66,196397.49931167968,630,59346.744147611396,11,1,0
62,178790.01040478598,547,28792.362776151174,9,0,1
67,123476.50912845276,582,37328.75416249302,13,0,0
22,91641.1587506867,586,9923.351610658598,26,0,0
47,85589.53582516129,331,78824.72147806553,20,0,0
73,22182.45501579407,799,33063.10702247736,19,1,0
41,64851.409503625975,829,67110.40800399052,3,1,0
76,149385.4822908496,680,36401.88294266273,18,0,0
20,128653.77798075198,362,46968.71369823001,28,1,1
28,184955.99405015603,427,55945.2447652631,6,1,1
62,29004.008044980415,827,80383.38843066976,32,0,0
21,47949.78857191951,462,21904.481376527357,7,0,1
43,162063.88208338342,550,40477.773296155785,10,0,0
44,84531.37361516009,594,13878.07561728994,32,1,1
63,41302.16006921802,478,8500.28998720467,24,1,0
71,199361.09091801604,528,60862.761260710395,32,0,0
60,161705.05448048533,693,19720.013391531364,35,0,0
44,93573.38661646206,695,6920.134850683783,25,0,0
59,168202.54585030527,371,89812.69518943415,35,1,1
68,142508.6966214476,617,53897.12755875419,10,0,0
67,162195.45672257,678,14328.19253289548,29,1,0
23,166737.14796181698,435,6289.186617307421,32,1,0
76,35251.162992257225,677,12866.145287951957,9,1,0
78,132135.11978385723,418,47662.38679174079,28,0,1
32,21221.399535828965,829,67178.06026172088,24,1,1
70,27822.124334210712,822,64486.72742361851,31,1,1
47,182716.40163005135,686,15297.885540185353,3,1,0
59,114961.469844225,568,63715.40623193317,38,0,0
54,152462.35745633446,823,41081.69679754234,33,0,0
75,170930.17827976626,846,47009.63464564704,21,1,0
78,190925.61816162532,785,80341.6102182864,12,1,0
54,176483.51262610327,737,33917.437895284194,35,1,0
59,106996.0607655129,410,15552.905669172023,5,1,0
77,80474.65532849207,621,87471.8602230677,16,1,0
54,47808.782517086875,826,22000.92701076746,25,0,0
52,92057.8668477104,476,30108.95718490963,23,1,1
40,85968.84424900942,850,70952.41583135961,8,0,0
23,120723.4715520572,837,68671.48138870312,1,0,0
21,139791.69357629842,772,80239.60210709904,19,1,0
35,196098.58576010854,687,19202.797503346166,26,1,1
77,151109.51349813186,397,35875.709438106125,5,1,0
26,135874.7358397262,710,13462.440656669847,26,0,0
66,80316.63816830167,674,54562.87556969182,23,1,0
46,26210.697769698676,469,29964.48866133142,14,0,0
30,71862.52319384452,355,69204.6284598477,32,1,0
76,158320.6220827312,624,1034.0924304695661,9,1,1
64,56948.94934468431,559,6908.616847498346,20,0,0
79,148193.87486134062,639,43823.469751414996,5,1,0
69,124360.37166249486,703,95860.23144158129,29,0,0
34,50934.23655508368,831,89194.28734855911,22,1,0
62,67092.46513252938,473,99406.89377813633,35,0,0
49,109334.64862756577,837,42266.19226154044,2,0,0
65,95307.44691941254,459,5610.2801411014025,25,1,1
39,160141.4925584167,309,31289.658059956477,33,1,1
21,152192.83565778445,555,67901.3143652212,29,1,1
22,123423.41062514308,643,14381.217166974111,17,0,1
54,168009.44806512655,835,30697.2456972401,16,1,0
58,121280.51732317555,672,6560.450289941009,20,1,0
66,193590.06619830683,734,48021.73680063319,23,1,0
30,59100.337847194656,345,21683.147091813706,3,0,0
51,148543.7588483875,354,10033.554663001232,24,0,0
62,86589.94376980423,377,41710.365138765424,23,0,0
39,70213.9149956349,790,35771.31503304134,26,1,0
70,52469.74567418832,571,54214.25595760374,30,0,1
76,119450.62572707789,849,75154.82687605027,34,0,0
40,58784.497894858025,410,12144.304906224017,19,1,0
68,56063.153260713065,314,79321.43343079084,15,1,0
20,198295.74291508723,377,3602.7080076428315,30,1,0
59,164314.53503223695,800,44867.08834708893,6,1,0
51,154689.82764578756,717,59155.598401702315,17,0,0
49,162930.9126588959,574,95742.86864083997,7,0,0
62,194406.11726937364,793,57818.37966009532,26,0,0
68,123189.80397557662,496,16716.17013386747,13,0,0
75,59643.8979325149,675,52236.63872904701,17,1,1
66,175197.735335583,362,40182.6107719502,0,0,0
38,153691.53130173622,660,48456.20119242412,30,1,0
63,94575.49622015115,843,20512.604451249637,19,1,0
80,105242.50974343634,409,50581.87718881591,5,0,1
61,94025.43172619643,493,15853.936664796807,0,1,1
38,187389.58884122074,818,74660.26498839611,18,1,1
61,81835.69006969294,758,59796.71976233419,38,1,0
28,193427.17015811105,600,8774.241467586548,26,1,0
56,183848.91882571098,795,89071.832324969,15,1,1
21,133493.8056046712,448,62021.580856948196,13,0,0
68,124367.91915801344,760,32294.598457655313,33,1,0
18,86616.07041259475,438,5518.59755320372,6,0,0
45,23300.910021916978,591,63590.44288139167,19,1,0
80,42972.17352279559,634,37970.58587348535,30,1,0
41,155761.63820291875,483,90854.19238297027,21,0,1
78,104877.22278586974,606,4452.905438703281,19,0,0
52,46970.864153834256,561,4871.14109888209,14,1,0
30,67512.95374373678,609,94980.6294037866,24,0,0
64,190610.64197245994,643,96522.52062227111,0,0,0
51,86083.91035584772,723,3746.4804504912213,16,0,0
28,183382.75013944763,813,71887.29025919143,15,1,0
53,74834.44981284381,823,22927.990380555206,36,0,0
68,117779.61698608896,560,70437.88386232118,20,0,0
78,23685.87500519562,661,87004.54686914038,26,0,1
34,113937.51986724384,468,10982.316407365264,34,1,0
52,134649.56190991343,499,24637.87525944216,23,0,0
77,62174.917880692024,684,3383.689164322988,1,0,0
35,124208.69171696425,611,5339.154698999639,24,1,0
57,136490.19896917738,611,3932.1679635596442,18,0,0
39,143639.49410871617,694,80267.55328621503,12,1,0
74,159752.59796397857,650,30530.97516464689,28,1,0
41,76041.06372729497,327,49827.93251762692,31,1,0
75,122199.85215773807,432,78996.58209610461,5,0,0
36,196684.225357627,679,49999.42260796509,8,0,0
54,181665.95071972828,827,43490.410199835016,0,1,0
56,191479.77705770597,586,2145.747442456422,23,0,1
38,89504.55173514286,583,57235.91075113886,9,0,1
25,161647.0590613991,526,13349.564735571554,34,1,0
45,131581.6313168626,726,76700.1758383116,5,0,0
22,34892.3149512034,326,26516.034657686938,19,0,0
34,168316.47004827176,631,67744.55367005685,37,0,0
54,141878.22974432562,416,64976.12925464326,11,0,0
53,55805.124712748024,388,62050.88469007199,2,1,0
71,34352.94033730304,421,27428.248746182067,17,0,0
36,170663.98351669952,332,27441.887940381246,20,1,0
80,34202.32930841619,697,86441.75630069166,34,1,0
44,36443.69576595859,824,2267.9259304122725,36,1,0
70,96933.49182277675,323,18970.740711941835,18,0,0
51,44263.609115505875,624,61406.92084655652,24,1,0
28,184460.52753968947,333,81887.57918591381,17,0,0
71,104651.10852738262,546,36476.205358613006,39,1,0
62,122447.17651782287,318,65690.90240246922,29,0,0
64,187059.09610605575,329,56158.485542403396,33,1,0
29,115447.38061490275,348,7389.470343721505,9,1,1
71,83646.40627231734,479,62553.26949613713,21,1,0
38,163487.91904684974,669,81576.44375497685,3,1,0
71,99713.03554553793,694,99252.38370964152,2,1,0
28,77324.49660841498,795,3934.367192520563,27,1,0
56,150181.30254899623,730,66345.75908580294,21,1,0
45,164289.02179034776,506,42040.40576164825,11,1,1
22,162508.91016516887,334,1969.000981914323,12,1,1
34,195981.39454316738,712,61821.73342714262,40,0,0
73,161600.05079749328,663,13120.302557007915,32,0,1
37,158588.01847076352,609,38478.118168724526,18,0,0
58,174347.34567251964,578,26875.342156351828,40,1,1
63,20033.335153179705,451,36755.17682483883,16,0,0
75,85237.65401379872,526,49776.86256859401,33,1,0
29,152768.55728619598,542,36561.74371646193,3,0,1
23,127949.42199984993,309,55720.45518836438,38,0,0
34,51962.96047369118,691,24626.31933305252,7,1,0
68,74671.95603593817,347,63900.814975409776,32,0,0
36,80622.66999477922,503,85522.53740836048,0,1,1
43,122209.06001101689,456,23182.637644606028,4,0,0
65,169687.69335939374,325,51279.844369706625,31,0,1
61,187848.52035998236,720,65220.28867043898,39,0,0
61,155016.63431365503,563,56897.98699012819,0,1,1
69,171731.07023182578,828,37199.29517303037,34,0,0
49,104617.2725212729,769,64577.771092569084,21,1,0
23,90159.55753201174,553,3796.3744147975467,28,0,0
80,90687.53578595906,845,37620.71696764687,16,0,1
72,130886.93510119227,446,53728.60924945931,29,1,0
75,42362.607000045624,625,3040.702724750603,34,1,0
53,124308.95290224702,637,51257.23413874568,0,0,1
55,139723.9148330706,417,65771.1916157972,3,0,0
28,99003.57323712298,464,76161.56207359146,8,1,1
50,191570.09181881012,849,12224.03405953361,31,1,0
79,129478.38902832354,497,99065.92261427779,4,0,0
41,59599.90500259253,673,61010.60243217446,13,1,0
40,106258.92633803292,428,36956.18546862067,25,0,1
32,141572.7986843529,713,25660.192591214665,22,1,0
44,78253.24242448622,679,57716.789306658044,21,1,1
28,34335.48913202417,300,88289.45306949051,26,0,0
74,125018.4142479593,466,52535.97421799511,24,0,0
68,190616.6303515424,315,66485.73350489108,35,0,0
67,107312.95740137128,411,36411.94751451546,3,0,0
34,183099.63451646682,667,39427.07652080829,31,1,0
68,170304.24590690492,401,29331.335471417307,8,1,0
70,46534.30105411701,705,70858.09214245573,1,1,1
31,147470.58593040274,806,36559.56778823994,38,1,0
44,98383.79451295613,339,19880.924000082683,24,1,1
35,65044.33854732864,847,37570.656545457554,9,0,0
45,143648.90402000654,680,85528.89357544287,36,0,0
68,153678.92935815584,815,74086.95231411542,24,1,0
64,52381.33737227098,796,34129.443601892825,39,1,0
80,184600.04277011752,580,90774.08751883353,28,0,1
64,155206.50391125938,650,8408.430876629229,36,1,0
21,188007.58984555438,633,5925.625349950679,4,0,0
24,77073.17937746437,823,13619.565123738885,13,1,0
62,189080.30283373763,582,12529.020830001708,32,1,0
52,86333.17841090856,618,9695.59718622171,26,1,1
65,29714.557056930513,713,66472.91858780125,4,0,1
80,157334.4899676242,313,60483.39558588696,14,0,1
26,146631.46593590133,355,65112.945547589756,2,1,1
25,127623.97860739984,702,69148.23936204097,0,1,0
69,108180.87398915133,641,75931.0954955873,23,0,1
62,25789.74865807365,498,21510.515821154626,11,0,1
34,132427.50527362776,591,62608.04781024518,13,1,1
34,95030.23074010285,740,58424.817274300956,19,0,0
66,120837.6924933701,377,94422.3425545439,13,1,0
50,97277.84155417453,411,24004.404699725208,13,1,1
49,193890.10389773583,834,6813.570503058809,34,1,1
25,128739.6022071525,674,65696.01190173978,18,0,0
36,154862.53950844408,415,74277.11118343446,19,0,0
80,188542.450544795,441,29036.404574947515,22,1,0
55,126487.87812501314,496,57513.99466302723,33,1,0
20,22171.253208032136,839,6894.070487880907,0,1,1
76,26172.502095897624,598,96044.43927566061,3,1,1
22,146420.9181383351,375,11882.572356617693,39,0,1
30,70235.32450723104,829,7689.483079047575,16,1,0
64,124288.35092263078,399,5366.905789967286,25,0,0
63,56409.89259632041,778,43299.91874383191,13,1,0
78,68644.79751110854,767,10618.814602261813,31,1,0
48,110835.39007065355,591,74720.17585460196,35,0,0
72,195602.50340409478,424,89988.54190201416,19,0,1
33,130928.68805765448,818,26761.67430016085,15,0,0
67,188506.6588123442,322,63248.53880588849,18,0,1
49,192688.37378965056,461,5191.506254169959,38,0,0
39,57459.799355691335,805,39269.88269758674,23,0,0
46,76014.84844441,320,30001.269229345107,13,1,0
39,158598.61061936675,763,23633.290547595523,28,0,0
60,176017.5204124419,782,64827.625473241205,13,1,0
20,113460.813954115,801,13892.566689495094,10,0,0
71,198780.69211049884,608,86210.34180640185,10,0,1
27,22082.99577594865,502,66818.75473050473,39,0,0
59,73926.67800533882,715,71362.78269011775,23,1,0
79,132169.1156740244,441,93599.08655710914,21,1,1
38,104472.18396874692,406,94294.91427874895,20,0,0
33,40988.53395718413,828,55613.580058104344,5,0,0
29,86201.67538650145,836,50042.601911312064,13,1,0
19,24580.48579310703,590,34202.7792144641,8,0,0
58,135694.28829355031,610,71841.58941004435,34,1,1
41,180693.65773934394,684,54282.67981100148,35,0,0
52,179277.3422810226,352,93354.63289427233,24,1,1
73,145918.00527779837,482,24623.968922547927,14,1,1
47,103838.63518962696,668,31715.015938798584,27,0,0
74,112165.69136446815,312,32292.954294576903,13,0,1
47,44645.388319219324,459,80793.847001114,12,1,1
64,81383.07676145656,583,10804.992852373081,40,0,1
52,53791.053589689254,586,46109.26297790899,30,0,0
36,167816.03660299184,307,43330.492960331685,4,0,1
67,184655.70224083276,371,8240.822480362101,18,0,1
25,116646.18705562106,397,41668.90285589037,7,1,1
43,150997.52729232993,386,51824.42034511415,12,1,1
66,41863.65876328295,400,7445.364557986411,40,1,0
57,129536.23578990292,580,51476.35071602207,16,1,0
24,146502.38384801228,588,95964.5525636567,31,1,0
47,101498.26331205214,495,97912.51799299169,4,0,0
24,63789.15520472575,690,53636.29808039131,8,1,0
20,177927.41369745045,749,51994.59632769294,33,1,0
18,153723.56959167004,667,29265.30847522275,0,0,0
53,181974.3107328551,729,99714.43169949806,39,1,0
42,167312.47654960823,395,28148.687931497378,14,0,0
54,198267.39732419525,560,45837.22874355568,31,1,0
18,54591.09197860081,811,1290.4717224649762,33,0,0
32,35614.59820471534,420,35573.99680000455,34,1,0
54,80660.50244070654,665,8072.589760273565,27,1,0
30,43220.7515041866,631,74638.65226812809,16,1,1
57,114163.42032312039,351,56540.43084996329,10,0,0
25,133945.20297339367,695,57645.01585147799,22,0,0
22,124091.95073121267,617,29364.617304070594,25,1,0
77,66663.22437024862,576,81674.73273504438,4,1,0
26,183588.32557438343,493,1323.8216077937673,25,0,1
80,23811.02547236812,320,34026.51673725501,5,0,1
18,82642.40367742872,698,66290.25155542791,33,1,0
53,149418.645571651,501,90884.33120427518,12,0,1
52,158047.2067428487,765,24226.979735598074,24,0,0
19,94901.33799773478,450,54568.90512101439,1,0,0
80,23043.766386146075,458,54261.15063279878,13,0,1
57,131247.8622422727,609,87543.26253532628,16,0,0
40,31357.042612978825,803,6001.172066424392,40,0,0
26,39414.039707632604,325,43023.08054600002,39,0,0
51,137045.1295363142,365,19064.101804401223,39,0,1
63,76247.89870571386,562,3131.727429561207,38,1,0
31,82645.42748748552,771,15556.0631115278,24,0,0
21,107625.27385698383,466,97670.5966119717,26,0,0
47,196144.1110746873,453,22270.002442506524,23,0,0
48,193779.59973296788,642,93568.0465602442,32,0,0
55,94926.97988481353,712,21320.179920463226,26,1,0
28,67789.8590992908,483,93198.22751106396,30,1,0
52,74466.58747954085,493,65807.47258483112,37,1,0
25,68380.63366908874,301,12208.63917269075,14,0,1
20,115804.24528552053,514,58609.6003575312,39,1,0
31,129234.76540416713,782,32532.889716487585,0,1,0
77,107980.2898813399,331,38932.16244182895,10,1,0
30,93438.98520466742,314,44576.92482566233,14,0,0
62,58031.3067625888,617,42847.99523050312,32,0,0
49,106851.0064487804,542,66746.78015781986,31,1,1
51,81398.48848444244,316,77068.43879048555,24,1,0
62,117487.18330370172,833,33588.59123091101,38,0,0
78,141534.0947920923,380,92512.03220688329,32,0,1
36,133996.1913985899,735,93908.16508786877,28,1,1
76,103248.2378730068,307,5028.353277963197,33,0,0
55,120089.43637039297,586,2475.9700994188315,7,1,0
33,71274.10357293674,485,43081.56668495504,10,0,1
19,24363.246624030144,823,59473.8798477782,12,1,0
57,132503.50175025873,721,28512.5699977541,4,1,0
34,65462.34064478365,765,26681.961357491662,18,1,1
72,140411.66781228944,382,68155.04914120988,20,1,1
51,154461.52992745268,782,60568.72418090141,2,1,0
59,184866.9942986806,624,17547.540624317855,25,1,1
77,192462.10318633035,718,88565.59536325072,32,0,0
33,21894.68833574626,350,68317.63094594592,29,0,1
55,198267.35768383474,326,36895.048667731826,21,1,1
77,142943.29732894897,844,68678.84430912384,4,0,1
19,135834.34886735407,361,12152.655590013777,18,0,0
19,22738.357135163973,470,47357.35633283155,8,0,0
43,175022.01413961276,585,17729.45654639637,23,1,1
30,46188.460504608745,416,5101.693366715226,38,1,0
73,170719.42770794738,303,34494.30075854168,11,0,0
64,22801.25832656888,365,15922.812864597541,26,0,1
48,136273.56724984903,359,63718.277738428646,20,1,0
77,98264.276078569,801,67732.72150775332,37,1,0
51,56138.01123068032,528,15720.53831643373,34,0,0
56,39361.05051867814,399,3436.687554739201,31,0,1
20,99222.98537833877,418,79488.24560188087,35,0,0
25,42195.04495785646,368,1203.6450521276663,32,0,1
40,107560.39010438856,520,35047.395829195084,16,0,0
31,132539.0705575134,522,49963.74650652131,4,0,0
73,168929.15484932446,803,82045.57666530485,19,0,0
79,142156.89869291597,510,84017.30563186793,22,0,0
72,31735.95800710708,561,72769.0046204351,38,0,0
44,75337.8558586107,817,25472.564631449888,3,1,0
71,71836.14942785008,547,72298.5064975979,25,1,1
46,184705.83622479517,556,25407.380589817225,29,1,0
56,176200.76799069744,362,22246.210981438464,28,0,1
70,86626.62530307505,691,55165.66746882271,33,0,0
56,32807.946058864596,839,68206.5899395722,9,1,0
18,180939.317204852,716,6252.124825256378,19,0,0
34,179874.1915335537,352,6942.237511336236,23,0,0
58,173854.3037655305,337,78632.89799486219,33,1,0
47,172114.69479239028,607,86090.2278455825,36,1,0
70,106445.72019550785,352,60839.65071784751,12,1,0
30,51937.697404927676,751,43453.97296098171,22,0,0
38,105947.84908323699,760,84686.33148031941,9,1,0
36,109027.59872050368,785,73152.88624475768,21,1,0
70,108187.71558407493,436,58379.82564469559,13,0,0
36,116979.0655007209,671,32655.955072927576,24,1,0
74,66378.26413840792,555,20601.51110402481,17,0,1
42,85923.41260405071,694,42448.63088788005,19,0,0
39,98153.58655342451,336,29395.435020060944,27,0,1
48,43601.817712969976,446,34586.600185711635,7,0,1
34,101965.54422107009,307,52047.47447589121,4,0,1
72,165884.53107252673,550,17740.301738209368,20,1,0
40,169050.71769191773,746,80811.49132730873,19,1,0
49,94081.47894218547,562,15407.416709761976,15,0,0
79,113385.49617518364,738,48618.37030267429,19,0,0
27,26057.059784310193,558,74851.16246996322,24,1,1
27,141397.86016434745,622,49017.05006127003,6,1,0
53,92829.05893043535,829,36741.184295275234,24,0,0
25,100185.98295500224,600,48014.23927645235,35,1,0
71,177261.09089235766,784,85018.3991885399,9,0,1
69,103130.1982209095,391,99052.7381301118,39,0,1
37,23814.604321013496,463,63483.18563965412,15,1,1
49,60948.36035643123,634,79550.96022222137,3,0,0
67,105611.71057548662,614,2434.3799297695778,9,0,0
31,96391.33269473644,537,88156.07654293269,30,1,0
67,174866.6247104865,382,95450.9262328639,11,1,0
45,117584.75167511,408,57941.76483399948,19,1,1
63,144134.43354472177,477,75626.68134396175,31,0,0
69,104478.19346782462,549,51761.729553047415,1,1,1
70,99138.03213064969,390,29334.170305103384,10,0,1
41,100331.60032538323,638,85372.54922631827,19,0,0
32,93965.88254489099,468,60086.83448759824,22,0,1
39,116945.00945375662,438,58358.9252953493,12,0,1
47,65079.81231564866,816,66254.08818027943,34,1,0
80,180389.93489152775,483,85744.313417056,16,0,1
21,79955.39865689713,469,73458.70645132547,9,1,0
30,46554.290151922425,661,21901.29522735878,39,1,0
76,37379.08614759412,543,47215.530896324635,37,1,1
40,22416.12472162297,437,98049.5348666344,13,1,1
25,96114.09414203507,327,55901.51066251469,18,1,0
35,53769.977938176446,818,93886.28999360907,31,1,0
29,23896.622465704626,697,81523.57914499255,32,1,1
72,113603.51833211427,632,66936.32073906713,24,1,0
48,142396.13875713706,616,35587.15506331577,24,1,0
31,35435.18916399879,725,31127.61540501846,13,0,0
51,102965.73912553873,435,64698.6854644612,37,1,0
35,153853.1621481344,566,43823.562843794665,35,0,1
73,197445.22778151653,406,80076.60865885598,23,0,0
51,140094.26203566097,437,76285.21721447939,40,0,1
80,64071.1191457137,346,31900.918187112915,38,1,1
28,148979.65516021993,667,70570.14952311444,38,1,0
58,127627.2968275694,305,49960.46881962122,12,0,0
29,58123.87194467859,822,33005.91798058571,1,1,0
66,173199.94865255983,828,41883.69268369936,33,0,0
32,96932.79690096815,571,89639.83485401393,14,1,1
74,193155.97785214265,365,36592.25152013151,1,1,0
48,150122.18134060001,719,29452.528058626343,24,0,0
66,136021.36783372797,638,35828.91485030364,4,1,0
75,151103.51074578112,797,22247.225184660478,33,1,0
46,106057.46338727987,768,54918.86375223654,38,0,0
43,110940.76600430132,630,15596.20719593069,4,0,0
35,173217.3293800539,430,81926.93485725472,7,1,0
49,142567.1365958305,829,23332.44447731698,13,1,0
39,181503.79853449552,737,60207.44772642492,28,0,0
55,180348.81564336835,542,13377.524393069463,29,0,1
34,195768.20612796486,762,97866.8616732183,36,0,0
40,146038.63859216013,649,46002.97043047107,3,0,1
41,110414.30917911357,316,82394.96273512264,34,1,0
67,49936.106037634825,765,77096.13572934839,6,0,0
25,146968.50073653512,662,71655.6116674222,25,0,0
58,72483.98901678753,509,82909.12224925637,31,0,0
23,70930.56224671962,824,10945.897257310877,32,1,0
22,62891.799760652255,719,68171.22254972425,23,0,0
61,177521.97032326105,432,27316.896292104335,0,1,0
74,176233.6004027885,313,78801.29474259239,28,0,0
46,133574.68007661047,343,95730.00722494099,37,1,0
45,105136.57664673246,676,90247.46345442689,37,0,0
28,140980.60281778383,594,12380.270024892943,20,1,0
74,129301.30105371033,695,37585.68964660928,22,1,0
18,94832.16469820972,403,37067.952962562376,4,0,0
60,88333.55614741419,744,13107.33036959353,29,0,0
36,88902.97546616304,361,10714.479281335916,39,1,0
26,126044.01256808688,711,39104.12336194899,17,0,0
44,136580.48410174868,620,99215.08349915461,5,0,0
51,101313.51563277956,430,57325.32245556124,4,1,0
61,194364.46103834774,498,62556.38123182137,17,0,0
21,35092.229240806584,335,47630.87209184955,12,0,1
53,82468.46467167986,515,66570.72467809825,19,0,0
35,95433.44296257937,605,95709.54599373219,37,0,0
32,23045.84182368976,311,59281.09740782479,20,1,1
68,85692.29378028052,382,7438.807512398133,3,1,0
30,69267.78509111165,331,49796.16634765166,12,1,0
36,111086.52864094653,707,99282.37605194317,17,1,0
66,80553.89849298846,385,39352.86933883207,12,0,0
23,150712.78429036302,710,59794.242484232745,12,1,0
65,111787.84917337673,555,11557.039579452883,38,0,1
73,43357.202029327585,540,14976.869374920123,36,0,1
29,155011.0383459825,751,87593.4638622423,34,1,0
68,37861.20129488179,300,30734.118196909534,37,0,0
54,171028.85025428433,581,31239.676062104707,39,1,1
34,187655.9949355195,813,39334.08660423049,26,0,0
75,78040.1522332737,418,96681.38861754772,25,0,1
40,186705.67398732755,804,9354.659107650767,11,1,0
43,162741.4686420569,379,82057.64615258215,1,0,1
46,186038.40998067858,518,34814.22977013266,19,0,0
50,139928.6246457526,816,85097.33457256202,34,1,0
77,62415.927095855935,765,99183.8093009497,9,1,0
44,181014.18264397507,817,35518.07361096304,7,0,0
42,53167.71371073387,801,13806.28025502317,39,1,0
73,58350.89918315639,357,15293.174300309898,35,0,0
72,68791.33822526547,636,76115.3482039694,30,1,0
27,74764.33606758525,809,15347.233681475516,14,1,0
64,112606.3355835855,725,26781.735284929026,17,0,0
40,148422.32487812793,669,21235.436022545895,14,1,0
38,186717.47139212306,710,36212.17783906727,18,0,0
38,35918.76572039044,731,8362.29093981906,23,1,1
60,191786.48520108245,495,85817.50575831854,34,0,0
30,185838.1340774264,676,86154.48486829836,1,0,0
54,29719.87259258701,664,41880.356949786285,12,1,1
50,84857.8047844813,704,61596.669333324055,8,1,0
41,166365.81025388057,791,64553.205519526164,34,0,0
61,130083.7781862922,365,75176.55341924695,1,1,0
28,160236.9098087187,690,52548.31866686106,15,0,0
34,149426.00098217977,382,51523.26849872691,35,0,1
21,109418.62036288944,780,63499.07395549287,1,0,0
64,27419.248271305914,528,70601.79117131788,15,1,1
42,125168.27637161019,524,35322.34732589593,7,1,0
47,28741.997550673274,412,33706.67685361269,0,0,0
26,128670.80915632355,484,27702.12200549501,17,1,1
38,164073.95524886207,811,55335.8089759621,40,1,0
37,125298.51476634535,472,36655.41326602147,25,1,0
36,199463.92482110547,822,54491.013503055554,4,0,0
36,102055.97003247796,504,41192.49181686524,20,0,1
29,154788.94344871774,837,83836.68407271343,34,1,0
54,140098.39251354334,618,8239.893734800613,39,0,0
59,198457.70448045584,458,57648.848766862786,27,0,1
34,148379.42091387892,577,57986.751308132574,25,0,0
54,49525.53166269009,447,38988.013743331285,31,1,1
71,191993.18715510337,382,42681.06856175118,20,0,0
65,140199.90076023704,718,80213.00472740993,3,0,0
56,30680.88154515018,837,28786.697315773148,40,1,0
45,138362.29504123025,848,87268.97535119012,35,1,0
58,178961.49320145953,691,89737.98710933464,23,0,0
52,123867.53515820451,432,65411.3111358174,32,1,0
64,83723.53484576201,541,77512.91365710174,4,0,1
65,167763.73413271087,750,61681.80530709435,2,1,0
35,160852.1614770493,499,53000.65226091257,10,0,1
31,117952.78776163414,416,96701.09767077274,31,1,1
52,47785.11858126206,518,28982.841458518953,21,0,0
61,65177.56739417265,604,16260.9437176681,10,0,0
58,152927.11499349904,542,29461.050951109013,37,0,0
77,165094.78977108694,591,61847.93522956507,21,0,1
24,70267.75004737815,600,19333.160372013226,3,1,0
58,86237.3138936216,687,90972.59027940509,38,0,0
30,33973.73934496313,508,41691.41566587388,2,0,1
35,148423.15070596995,613,85146.32495089252,9,1,0
54,20643.958028005643,325,25674.417908352854,36,1,1
30,28377.473819432253,378,32003.667153192007,18,0,0
53,20781.932201136184,427,6863.116320077162,17,1,0
48,136157.525000771,712,26519.00152637182,27,0,0
19,95129.68298609837,436,49541.068077366835,30,1,1
33,73558.41704179945,633,94667.55485460098,16,1,0
26,184286.18186427988,847,39501.39441525832,23,0,0
26,54704.5030417892,687,64334.644068851245,0,0,0
55,90086.2418686521,529,43343.30162941001,4,0,0
